rank,profile_url,name,title,registration_date,last_active,active_projects,portfolio_count,employment_rate,received_projects,financial_deals,completion_rate,ontime_delivery_rate,rehire_rate,communication_success_rate,total_completed_projects,avg_response_time_raw,avg_response_time_minutes,skills,skills_count,success_score,skills_str,registration_date_str
74,https://mostaql.com/u/MahmoudHassan68,Mahmoud M.,محاسب قانوني,2023-02-01T00:00:00,منذ دقيقة,0.0,7.0,0.0,0.0,0.0,100.0,100.0,0.0,2.56,1.0,ساعتين و 52 دقيقة,172.0,"[""التحليل المالي"", ""الإدارة المالية"", ""تدقيق حسابات"", ""محاسبة"", ""القوائم المالية"", ""تحليل البيانات"", ""إدارة المخزون"", ""خطة عمل""]",8.0,63.04,"التحليل المالي, الإدارة المالية, تدقيق حسابات, محاسبة, القوائم المالية, تحليل البيانات, إدارة المخزون, خطة عمل",2023-02-01T00:00:00
75,https://mostaql.com/u/NOUHAZAYED,نهى ز.,مهندس معماري,2017-10-01T00:00:00,منذ دقيقة,0.0,24.0,100.0,7.0,0.0,100.0,25.71,15.0,28.24,71.0,ساعتين و 21 دقيقة,141.0,"[""الرسم التوضيحي"", ""تصميم ديكور"", ""تصميم مخططات معمارية"", ""تصميم فلل"", ""الفكرة التصميمية"", ""مخططات تنفيذية"", ""تصميم منزل"", ""اسكتش اب"", ""أوتوكاد"", ""تصميم 3D"", ""3ds Max"", ""باوربوينت"", ""إنتاج الفيديو"", ""البناء المعماري"", ""التصميم الإبداعي"", ""تصميم الأثاث""]",16.0,62.98,"الرسم التوضيحي, تصميم ديكور, تصميم مخططات معمارية, تصميم فلل, الفكرة التصميمية, مخططات تنفيذية, تصميم منزل, اسكتش اب, أوتوكاد, تصميم 3D, 3ds Max, باوربوينت, إنتاج الفيديو, البناء المعماري, التصميم الإبداعي, تصميم الأثاث",2017-10-01T00:00:00
76,https://mostaql.com/u/enasjame_96,إيناس أ.,مهندس معماري,2020-07-24T00:00:00,منذ دقيقة,0.0,14.0,0.0,0.0,0.0,100.0,60.0,25.0,19.23,5.0,3 ساعات و 21 دقيقة,201.0,"[""تصميم منزل"", ""3ds Max"", ""أوتوكاد"", ""البناء المعماري"", ""التصميم الإبداعي"", ""تصميم داخلي"", ""تجسيد 3D"", ""تصميم 3D"", ""تصميم الأثاث"", ""تحويل PDF""]",10.0,61.87,"تصميم منزل, 3ds Max, أوتوكاد, البناء المعماري, التصميم الإبداعي, تصميم داخلي, تجسيد 3D, تصميم 3D, تصميم الأثاث, تحويل PDF",2020-07-24T00:00:00
77,https://mostaql.com/u/shahed_mosa99,Shahed I.,مصمم UI UX,2022-05-30T00:00:00,منذ دقيقة,0.0,4.0,0.0,0.0,0.0,100.0,75.0,0.0,19.05,4.0,8 ساعات و 33 دقيقة,513.0,"[""تصميم موقع إلكتروني"", ""adobe xd"", ""تصميم صفحات الهبوط"", ""تصميم UI UX"", ""تصميم تجربة المستخدم"", ""تصميم واجهة المستخدم"", ""Figma"", ""رسم رقمي"", ""Adobe Illustrator""]",9.0,61.86,"تصميم موقع إلكتروني, adobe xd, تصميم صفحات الهبوط, تصميم UI UX, تصميم تجربة المستخدم, تصميم واجهة المستخدم, Figma, رسم رقمي, Adobe Illustrator",2022-05-30T00:00:00
78,https://mostaql.com/u/Mohamed_hus10,Mohamed H.,مهندس برمجيات,2023-11-07T00:00:00,منذ دقيقة,1.0,8.0,0.0,0.0,0.0,100.0,60.0,25.0,18.75,5.0,ساعة و 39 دقيقة,99.0,"[""Git"", ""فايربيس"", ""GitHub"", ""Restful API"", ""إدارة المشاريع"", ""برمجة أندرويد"", ""Dart"", ""هندسة البرمجيات"", ""تطوير البرمجيات"", ""flutter"", ""Supabase""]",11.0,61.83,"Git, فايربيس, GitHub, Restful API, إدارة المشاريع, برمجة أندرويد, Dart, هندسة البرمجيات, تطوير البرمجيات, flutter, Supabase",2023-11-07T00:00:00
79,https://mostaql.com/u/TamerZanaty,Tamer Z.,مدير مالي,2022-01-28T00:00:00,منذ دقيقة,0.0,5.0,0.0,0.0,0.0,87.5,42.86,50.0,39.53,14.0,ساعتين و 19 دقيقة,139.0,"[""مايكروسوفت إكسل"", ""محاسبة"", ""الإدارة المالية"", ""التحليل المالي"", ""مايكروسوفت أوفيس"", ""إدخال بيانات"", ""استشارات مالية"", ""اللغة الإنجليزية"", ""إدارة المشاريع"", ""محاسبة تكاليف""]",10.0,61.58,"مايكروسوفت إكسل, محاسبة, الإدارة المالية, التحليل المالي, مايكروسوفت أوفيس, إدخال بيانات, استشارات مالية, اللغة الإنجليزية, إدارة المشاريع, محاسبة تكاليف",2022-01-28T00:00:00
80,https://mostaql.com/u/OmarGhoraba,Omar G.,مصمم موشن جرافيك,2022-08-16T00:00:00,منذ دقيقة,0.0,10.0,0.0,0.0,0.0,100.0,66.67,0.0,24.0,6.0,ساعة و 49 دقيقة,109.0,"[""تطوير البرمجيات"", ""Front End"", ""تصميم موشن جرافيك"", ""After Effects"", ""Adobe Illustrator"", ""تصميم جرافيك"", ""إنتاج الفيديو"", ""التسويق بالفيديو"", ""رسوم متحركة"", ""مونتاج فيديو""]",10.0,61.55,"تطوير البرمجيات, Front End, تصميم موشن جرافيك, After Effects, Adobe Illustrator, تصميم جرافيك, إنتاج الفيديو, التسويق بالفيديو, رسوم متحركة, مونتاج فيديو",2022-08-16T00:00:00
81,https://mostaql.com/u/EladlyDev,محمد ا.,مهندس برمجيات,2024-02-19T00:00:00,منذ دقيقة,0.0,7.0,0.0,0.0,0.0,72.73,100.0,0.0,23.4,8.0,11 ساعة و 12 دقيقة,672.0,"[""node.js"", ""Next.js"", ""typescript"", ""React"", ""Supabase"", ""بايثون"", ""Restful API"", ""web scraping"", ""الأتمتة""]",9.0,61.31,"node.js, Next.js, typescript, React, Supabase, بايثون, Restful API, web scraping, الأتمتة",2024-02-19T00:00:00
82,https://mostaql.com/u/abood_zanin,Abedallh A.,مصمم جرافيك,2022-10-19T00:00:00,منذ دقيقة,0.0,10.0,0.0,0.0,0.0,91.67,63.64,10.0,21.82,11.0,ساعتين و 32 دقيقة,152.0,"[""Adobe Illustrator"", ""تصميم شعار"", ""التصميم الإبداعي"", ""فوتوشوب"", ""تصميم جرافيك"", ""تنمية المهارات الشخصية"", ""إدارة المشاريع"", ""ريادة الأعمال"", ""مايكروسوفت وورد"", ""تصميم هوية بصرية""]",10.0,61.1,"Adobe Illustrator, تصميم شعار, التصميم الإبداعي, فوتوشوب, تصميم جرافيك, تنمية المهارات الشخصية, إدارة المشاريع, ريادة الأعمال, مايكروسوفت وورد, تصميم هوية بصرية",2022-10-19T00:00:00
83,https://mostaql.com/u/wasimibrahim,وسيم ا.,مهندس معماري,2025-04-28T00:00:00,منذ دقيقة,0.0,5.0,0.0,0.0,0.0,83.33,80.0,0.0,37.5,5.0,ساعة و 10 دقائق,70.0,"[""إدارة المشاريع"", ""تصميم 3D"", ""البناء المعماري"", ""تصميم داخلي"", ""فوتوشوب"", ""أوتوكاد"", ""تصميم منزل"", ""تصميم معماري"", ""تصميم الواجهات المعمارية"", ""اسكتش اب""]",10.0,59.49,"إدارة المشاريع, تصميم 3D, البناء المعماري, تصميم داخلي, فوتوشوب, أوتوكاد, تصميم منزل, تصميم معماري, تصميم الواجهات المعمارية, اسكتش اب",2025-04-28T00:00:00
84,https://mostaql.com/u/AnasKrayem,Anas I.,مهندس معماري,2019-09-21T00:00:00,منذ دقيقة,0.0,24.0,0.0,0.0,0.0,88.24,40.0,7.14,43.59,30.0,ساعتين و 23 دقيقة,143.0,"[""فيراي"", ""رسم الخرائط"", ""تصميم نماذج 3D"", ""تصميم 3D"", ""تصميم ديكور"", ""تصميم داخلي"", ""3ds Max"", ""أوتوكاد"", ""فوتوشوب"", ""لوميون""]",10.0,59.27,"فيراي, رسم الخرائط, تصميم نماذج 3D, تصميم 3D, تصميم ديكور, تصميم داخلي, 3ds Max, أوتوكاد, فوتوشوب, لوميون",2019-09-21T00:00:00
85,https://mostaql.com/u/sahar_eltibi,Sahar A.,مسوق رقمي,2018-09-30T00:00:00,منذ دقيقة,0.0,5.0,0.0,0.0,0.0,100.0,30.0,17.65,22.73,20.0,10 ساعات و 36 دقيقة,636.0,"[""تفريغ النصوص"", ""اللغة العربية"", ""التدقيق اللغوي"", ""البحث والتطوير"", ""اللغة الإنجليزية"", ""تحويل PDF"", ""التسويق عبر الفيس بوك"", ""التسويق عبر الإنترنت"", ""التسويق الإلكتروني"", ""البحث على الإنترنت""]",10.0,58.89,"تفريغ النصوص, اللغة العربية, التدقيق اللغوي, البحث والتطوير, اللغة الإنجليزية, تحويل PDF, التسويق عبر الفيس بوك, التسويق عبر الإنترنت, التسويق الإلكتروني, البحث على الإنترنت",2018-09-30T00:00:00
86,https://mostaql.com/u/DR_abdeelrahman,Abdelrahman S.,باحث أكاديمي,2018-11-03T00:00:00,منذ دقيقة,2.0,9.0,0.0,0.0,0.0,87.5,39.29,19.05,27.64,28.0,3 ساعات و 41 دقيقة,221.0,"[""Paypal API"", ""كتابة مقالات متوافقة مع السيو"", ""مايكروسوفت إكسل"", ""باوربوينت"", ""كتابة المحتوى"", ""كتابة البحوث"", ""الترجمة"", ""البحث العلمي"", ""اللغة الإنجليزية"", ""اللغة العربية"", ""مايكروسوفت وورد"", ""الكتابة الإبداعية"", ""Adobe InDesign""]",13.0,58.72,"Paypal API, كتابة مقالات متوافقة مع السيو, مايكروسوفت إكسل, باوربوينت, كتابة المحتوى, كتابة البحوث, الترجمة, البحث العلمي, اللغة الإنجليزية, اللغة العربية, مايكروسوفت وورد, الكتابة الإبداعية, Adobe InDesign",2018-11-03T00:00:00
87,https://mostaql.com/u/mniazi,Mohamed M.,مهندس ذكاء اصطناعي,2025-02-21T00:00:00,منذ دقيقة,0.0,3.0,0.0,0.0,0.0,75.0,100.0,0.0,19.05,3.0,ساعة و 26 دقيقة,86.0,"[""Restful API"", ""web scraping"", ""node.js"", ""Front End"", ""استخراج البيانات"", ""MySQL"", ""بايثون"", ""برمجة مواقع""]",8.0,58.44,"Restful API, web scraping, node.js, Front End, استخراج البيانات, MySQL, بايثون, برمجة مواقع",2025-02-21T00:00:00
88,https://mostaql.com/u/DolagyAbdRabo30,Dolagy A.,مطور ويب,2024-06-25T00:00:00,منذ دقيقة,0.0,7.0,0.0,0.0,0.0,87.5,57.14,25.0,18.18,7.0,ساعة و 16 دقيقة,76.0,"[""ووردبريس"", ""PHP"", ""جافا سكريبت"", ""CSS"", ""تصميم موقع إلكتروني"", ""HTML"", ""برمجة أندرويد"", ""البحث والتطوير"", ""تصميم بنرات"", ""مايكروسوفت أوفيس""]",10.0,57.87,"ووردبريس, PHP, جافا سكريبت, CSS, تصميم موقع إلكتروني, HTML, برمجة أندرويد, البحث والتطوير, تصميم بنرات, مايكروسوفت أوفيس",2024-06-25T00:00:00
89,https://mostaql.com/u/ahmedzena,احمد ج.,مهندس برمجيات,2021-02-20T00:00:00,منذ دقيقة,1.0,6.0,0.0,0.0,0.0,77.78,71.43,20.0,17.54,7.0,10 ساعات و 22 دقيقة,622.0,"[""node.js"", ""برمجة قواعد البيانات"", ""Tailwind CSS"", ""GitHub"", ""Figma"", ""Git"", ""Redux"", ""PostgreSQL"", ""React"", ""React Native""]",10.0,57.39,"node.js, برمجة قواعد البيانات, Tailwind CSS, GitHub, Figma, Git, Redux, PostgreSQL, React, React Native",2021-02-20T00:00:00
90,https://mostaql.com/u/Eslam077,Eslam A.,مطور تطبيقات الجوال,2023-02-23T00:00:00,منذ دقيقة,0.0,4.0,0.0,0.0,0.0,57.14,100.0,33.33,18.42,4.0,14 ساعة و 44 دقيقة,884.0,"[""فايربيس"", ""Dart"", ""flutter"", ""بلندر"", ""بايثون"", ""تطوير التطبيقات"", ""برمجة التطبيقات"", ""أندرويد ستوديو"", ""برمجة أندرويد"", ""Front End"", ""اللغة العربية"", ""هندسة البرمجيات"", ""التجارة الإلكترونية""]",13.0,57.05,"فايربيس, Dart, flutter, بلندر, بايثون, تطوير التطبيقات, برمجة التطبيقات, أندرويد ستوديو, برمجة أندرويد, Front End, اللغة العربية, هندسة البرمجيات, التجارة الإلكترونية",2023-02-23T00:00:00
91,https://mostaql.com/u/Aya_abd_allah,ايه ع.,محلل بيانات,2025-01-04T00:00:00,منذ دقيقة,0.0,8.0,0.0,0.0,0.0,100.0,50.0,0.0,25.0,4.0,3 ساعات و 18 دقيقة,198.0,"[""مايكروسوفت إكسل"", ""مايكروسوفت أوفيس"", ""مايكروسوفت وورد"", ""استخراج البيانات"", ""تحويل PDF"", ""باوربوينت"", ""الترجمة"", ""تحليل البيانات"", ""Power BI"", ""شوبيفاي""]",10.0,56.08,"مايكروسوفت إكسل, مايكروسوفت أوفيس, مايكروسوفت وورد, استخراج البيانات, تحويل PDF, باوربوينت, الترجمة, تحليل البيانات, Power BI, شوبيفاي",2025-01-04T00:00:00
92,https://mostaql.com/u/AhmadHalawa5,أحمد ح.,مصمم سوشيال ميديا,2020-07-24T00:00:00,منذ دقيقة,0.0,9.0,0.0,0.0,0.0,85.0,47.06,6.25,18.87,17.0,4 ساعات و 21 دقيقة,261.0,"[""تصميمات سوشيال ميديا"", ""Adobe Illustrator"", ""الفكرة التصميمية"", ""تصميم شعار"", ""تعديل الصور"", ""تصميم دعوات"", ""تصميم هوية تجارية"", ""تصميم نشرات"", ""إنشاء مدونة"", ""تصميم قوالب""]",10.0,55.6,"تصميمات سوشيال ميديا, Adobe Illustrator, الفكرة التصميمية, تصميم شعار, تعديل الصور, تصميم دعوات, تصميم هوية تجارية, تصميم نشرات, إنشاء مدونة, تصميم قوالب",2020-07-24T00:00:00
93,https://mostaql.com/u/dev_mohamedAbdo,Mohamed A.,مطور Full Stack,2025-12-26T00:00:00,منذ دقيقة,0.0,3.0,0.0,0.0,0.0,66.67,100.0,0.0,33.33,2.0,38 دقيقة,38.0,"[""CSS"", ""ASP.NET"", ""C# Programming"", ""C++ Programming"", ""HTML"", ""جافا سكريبت"", ""لارافيل"", ""ووردبريس"", ""React"", ""ASP.NET MVC""]",10.0,55.49,"CSS, ASP.NET, C# Programming, C++ Programming, HTML, جافا سكريبت, لارافيل, ووردبريس, React, ASP.NET MVC",2025-12-26T00:00:00
94,https://mostaql.com/u/ahmed_elkhatebb,احمد ا.,مسوق رقمي,2023-02-24T00:00:00,منذ دقيقة,0.0,11.0,0.0,0.0,0.0,91.67,36.36,25.0,14.12,11.0,22 ساعة و 18 دقيقة,1338.0,"[""معالجة البيانات"", ""ضبط الحسابات"", ""مايكروسوفت أوفيس"", ""فوتوشوب"", ""كتابة المحتوى"", ""التسويق عبر الإنترنت"", ""التسويق عبر الفيس بوك"", ""التسويق عبر مواقع التواصل الاجتماعي"", ""التسويق الإلكتروني"", ""كتابة مقالات""]",10.0,55.47,"معالجة البيانات, ضبط الحسابات, مايكروسوفت أوفيس, فوتوشوب, كتابة المحتوى, التسويق عبر الإنترنت, التسويق عبر الفيس بوك, التسويق عبر مواقع التواصل الاجتماعي, التسويق الإلكتروني, كتابة مقالات",2023-02-24T00:00:00
95,https://mostaql.com/u/osama_moawad,Osama M.,مهندس استشارى,2018-12-27T00:00:00,منذ دقيقة,1.0,14.0,16.67,3.0,0.0,91.67,22.73,18.75,32.1,22.0,8 ساعات و دقيقتين,482.0,"[""كتابة الشعر"", ""إدارة المبيعات"", ""التسويق الإلكتروني"", ""Adobe InDesign"", ""رسم الخرائط"", ""تصميم شعار"", ""تصميم جرافيك"", ""تصميم 3D"", ""اسكتش اب"", ""التصميم الإبداعي""]",10.0,55.41,"كتابة الشعر, إدارة المبيعات, التسويق الإلكتروني, Adobe InDesign, رسم الخرائط, تصميم شعار, تصميم جرافيك, تصميم 3D, اسكتش اب, التصميم الإبداعي",2018-12-27T00:00:00
96,https://mostaql.com/u/salimh,Salim H.,مطور Full Stack,2020-10-30T00:00:00,منذ دقيقة,0.0,6.0,0.0,0.0,0.0,84.62,54.55,10.0,9.56,11.0,ساعتين و 28 دقيقة,148.0,"[""CSS3"", ""استضافة المواقع"", ""اختبار تطبيقات الجوال"", ""بايثون"", ""Git"", ""نظام التشغيل ويندوز"", ""فايربيس"", ""CSS Stylus"", ""فوتوشوب"", ""البحث على الإنترنت""]",10.0,55.38,"CSS3, استضافة المواقع, اختبار تطبيقات الجوال, بايثون, Git, نظام التشغيل ويندوز, فايربيس, CSS Stylus, فوتوشوب, البحث على الإنترنت",2020-10-30T00:00:00
97,https://mostaql.com/u/AnasKamal,أنس م.,مطور تطبيقات الجوال,2016-12-10T00:00:00,منذ دقيقة,0.0,7.0,0.0,0.0,0.0,75.0,66.67,20.0,20.51,6.0,ساعتين و 58 دقيقة,178.0,"[""برمجة التطبيقات"", ""Xcode"", ""Dart"", ""Swift"", ""هندسة RESTful"", ""برمجة iOS"", ""فايربيس"", ""flutter"", ""تطوير التطبيقات""]",9.0,54.92,"برمجة التطبيقات, Xcode, Dart, Swift, هندسة RESTful, برمجة iOS, فايربيس, flutter, تطوير التطبيقات",2016-12-10T00:00:00
98,https://mostaql.com/u/NoureddineLd07,Noureddine L.,مصمم جرافيك,2022-07-03T00:00:00,منذ دقيقة,1.0,8.0,0.0,0.0,0.0,78.26,38.89,28.57,26.09,18.0,ساعة و 18 دقيقة,78.0,"[""فوتوشوب"", ""تصميم جرافيك"", ""تصميم عروض بوربوينت"", ""باوربوينت"", ""التصميم الإبداعي"", ""تصميم عروض تقديمية""]",6.0,54.67,"فوتوشوب, تصميم جرافيك, تصميم عروض بوربوينت, باوربوينت, التصميم الإبداعي, تصميم عروض تقديمية",2022-07-03T00:00:00
99,https://mostaql.com/u/SohailaAliM,سهيلة ع.,مهندس برمجيات وكاتبة,2022-11-04T00:00:00,منذ دقيقة,0.0,10.0,0.0,0.0,0.0,66.67,100.0,0.0,21.43,2.0,ساعة و 14 دقيقة,74.0,"[""ASP.NET Core"", ""Front End"", ""Back End"", ""jQuery"", ""تصميم قواعد البيانات""]",5.0,54.54,"ASP.NET Core, Front End, Back End, jQuery, تصميم قواعد البيانات",2022-11-04T00:00:00
100,https://mostaql.com/u/Abady_7,Abdullah S.,مهندس منتج,2025-05-02T00:00:00,منذ دقيقة,1.0,3.0,0.0,0.0,0.0,100.0,50.0,0.0,30.0,2.0,16 ساعة و 15 دقيقة,975.0,"[""خدمة العملاء"", ""مايكروسوفت إكسل"", ""مايكروسوفت أوفيس"", ""مايكروسوفت وورد"", ""البحث على الإنترنت"", ""اللغة العربية"", ""إعادة صياغة المحتوى"", ""تحويل PDF"", ""الترجمة"", ""إدخال بيانات""]",10.0,54.39,"خدمة العملاء, مايكروسوفت إكسل, مايكروسوفت أوفيس, مايكروسوفت وورد, البحث على الإنترنت, اللغة العربية, إعادة صياغة المحتوى, تحويل PDF, الترجمة, إدخال بيانات",2025-05-02T00:00:00
101,https://mostaql.com/u/Esraa_Omari,Esraa A.,مهندس معماري,2020-12-25T00:00:00,منذ دقيقة,0.0,9.0,0.0,0.0,0.0,81.82,44.44,14.29,37.93,9.0,8 ساعات و 30 دقيقة,510.0,"[""اسكتش اب"", ""إظهار معماري"", ""التصميم الإبداعي"", ""البناء المعماري"", ""3ds Max"", ""فوتوشوب"", ""الهندسة"", ""تصميم معماري"", ""تصاميم ثري دي ماكس"", ""تصميم 3D""]",10.0,53.91,"اسكتش اب, إظهار معماري, التصميم الإبداعي, البناء المعماري, 3ds Max, فوتوشوب, الهندسة, تصميم معماري, تصاميم ثري دي ماكس, تصميم 3D",2020-12-25T00:00:00
102,https://mostaql.com/u/abdallah_ashour,Abduallah A.,مصمم جرافيك,2017-08-11T00:00:00,منذ دقيقة,0.0,9.0,0.0,0.0,0.0,100.0,40.0,0.0,14.29,5.0,ساعة و 43 دقيقة,103.0,"[""مونتاج فيديو"", ""تصميم جرافيك"", ""فوتوشوب"", ""After Effects"", ""Adobe Illustrator"", ""تصميم شعار"", ""تصميم بوسترات"", ""تصميم هوية بصرية"", ""بناء العلامة التجارية""]",9.0,53.47,"مونتاج فيديو, تصميم جرافيك, فوتوشوب, After Effects, Adobe Illustrator, تصميم شعار, تصميم بوسترات, تصميم هوية بصرية, بناء العلامة التجارية",2017-08-11T00:00:00
103,https://mostaql.com/u/shraf_eldeen,شرف الدين ح.,مهندس برمجيات,2016-11-06T00:00:00,منذ دقيقة,1.0,7.0,0.0,0.0,0.0,75.0,44.44,33.33,32.5,9.0,6 ساعات و 46 دقيقة,406.0,"[""جافا"", ""CSS3"", ""HTML"", ""JSP"", ""مونجو دي بي"", ""CSS"", ""PHP"", ""جافا سكريبت"", ""بوتستراب"", ""MySQL"", ""SQL"", ""أجاكس"", ""node.js"", ""هندسة RESTful"", ""React"", ""React Native"", ""Express JS"", ""React""]",18.0,53.38,"جافا, CSS3, HTML, JSP, مونجو دي بي, CSS, PHP, جافا سكريبت, بوتستراب, MySQL, SQL, أجاكس, node.js, هندسة RESTful, React, React Native, Express JS, React",2016-11-06T00:00:00
104,https://mostaql.com/u/Eslamghunem,Eslam G.,مصمم جرافيك,2022-05-28T00:00:00,منذ دقيقة,0.0,4.0,0.0,0.0,0.0,100.0,50.0,0.0,15.38,2.0,ساعة و 7 دقائق,67.0,"[""تصميم ملصقات المنتجات"", ""تصميم دعوات"", ""تصميم بوسترات"", ""تعديل الصور"", ""تصميم إعلان"", ""Adobe Illustrator"", ""التصميم الإبداعي"", ""فوتوشوب""]",8.0,53.22,"تصميم ملصقات المنتجات, تصميم دعوات, تصميم بوسترات, تعديل الصور, تصميم إعلان, Adobe Illustrator, التصميم الإبداعي, فوتوشوب",2022-05-28T00:00:00
105,https://mostaql.com/u/nesma9527,نسمة ا.,مساعدة إدارية وكاتبة,2018-12-11T00:00:00,منذ دقيقة,0.0,4.0,0.0,0.0,0.0,100.0,50.0,0.0,11.76,2.0,ساعة و 37 دقيقة,97.0,"[""مايكروسوفت وورد"", ""اللغة العربية"", ""تصميم عروض تقديمية"", ""إدخال بيانات"", ""اللغة الإنجليزية"", ""كتابة المحتوى"", ""الكتابة الإبداعية"", ""مايكروسوفت إكسل"", ""الكتابة على الإنترنت"", ""كتابة التقارير""]",10.0,52.93,"مايكروسوفت وورد, اللغة العربية, تصميم عروض تقديمية, إدخال بيانات, اللغة الإنجليزية, كتابة المحتوى, الكتابة الإبداعية, مايكروسوفت إكسل, الكتابة على الإنترنت, كتابة التقارير",2018-12-11T00:00:00
106,https://mostaql.com/u/talaatmagdyx,Talaat M.,مهندس برمجيات,2018-07-29T00:00:00,منذ دقيقة,0.0,5.0,0.0,0.0,0.0,100.0,0.0,100.0,16.67,2.0,يوم و 14 ساعة,2280.0,"[""تطوير الويب"", ""جافا"", ""Ruby on Rails"", ""Git"", ""خدمات أمازون ويب"", ""الخوارزميات"", ""بايثون"", ""جافا سكريبت"", ""تصميم موقع إلكتروني""]",9.0,52.83,"تطوير الويب, جافا, Ruby on Rails, Git, خدمات أمازون ويب, الخوارزميات, بايثون, جافا سكريبت, تصميم موقع إلكتروني",2018-07-29T00:00:00
107,https://mostaql.com/u/Eng_Ahmadghnee,Ahmed A.,مهندس برمجيات,2022-08-10T00:00:00,منذ دقيقة,0.0,4.0,0.0,0.0,0.0,58.33,85.71,0.0,17.65,7.0,3 ساعات و 19 دقيقة,199.0,"[""البرمجة بطريقة MVC"", ""استضافة المواقع"", ""تصميم تطبيقات"", ""flutter"", ""برمجة iOS"", ""إدارة المواقع"", ""برمجة تطبيقات أيفون"", ""هندسة البرمجيات"", ""إنشاء فيديو يوتيوب"", ""لارافيل""]",10.0,51.76,"البرمجة بطريقة MVC, استضافة المواقع, تصميم تطبيقات, flutter, برمجة iOS, إدارة المواقع, برمجة تطبيقات أيفون, هندسة البرمجيات, إنشاء فيديو يوتيوب, لارافيل",2022-08-10T00:00:00
108,https://mostaql.com/u/YomnaSonbol,Yomna S.,مصمم جرافيك,2023-04-28T00:00:00,منذ دقيقة,0.0,10.0,0.0,0.0,0.0,75.0,66.67,0.0,21.05,3.0,ساعة و 39 دقيقة,99.0,"[""تصميمات سوشيال ميديا"", ""تصميم شعار"", ""تصميم هوية بصرية"", ""تصميم بوسترات"", ""تصميم بنرات"", ""تصميم دعوات"", ""تصميم بروشور"", ""تصميم واجهة المستخدم"", ""تصميم تجربة المستخدم"", ""تصميم UI UX""]",10.0,50.27,"تصميمات سوشيال ميديا, تصميم شعار, تصميم هوية بصرية, تصميم بوسترات, تصميم بنرات, تصميم دعوات, تصميم بروشور, تصميم واجهة المستخدم, تصميم تجربة المستخدم, تصميم UI UX",2023-04-28T00:00:00
109,https://mostaql.com/u/MaherNader,Maher N.,مصمم جرافيك,2017-07-21T00:00:00,منذ دقيقة,0.0,24.0,0.0,0.0,0.0,75.0,66.67,0.0,7.55,3.0,ساعة و 26 دقيقة,86.0,"[""تصميم هوية تجارية"", ""تصميم لوحات فليكس"", ""تصميم ملصقات"", ""تصميم بروشور"", ""تصميم العبوات"", ""تصميم شعار"", ""تصميم دعوات"", ""تصميم جرافيك"", ""تصميم بوسترات"", ""تصميم بنرات"", ""تصميم إعلان"", ""تصميم كروت شخصية"", ""فوتوشوب"", ""الفنون البصرية"", ""تصميم عروض تقديمية"", ""ما قبل الطباعة"", ""التصوير الفوتوغرافي"", ""تصميم أغلفة"", ""Adobe Illustrator"", ""Adobe InDesign""]",20.0,49.19,"تصميم هوية تجارية, تصميم لوحات فليكس, تصميم ملصقات, تصميم بروشور, تصميم العبوات, تصميم شعار, تصميم دعوات, تصميم جرافيك, تصميم بوسترات, تصميم بنرات, تصميم إعلان, تصميم كروت شخصية, فوتوشوب, الفنون البصرية, تصميم عروض تقديمية, ما قبل الطباعة, التصوير الفوتوغرافي, تصميم أغلفة, Adobe Illustrator, Adobe InDesign",2017-07-21T00:00:00
110,https://mostaql.com/u/BoostWithQ,Mohamed A.,مسوق رقمي,2026-02-12T00:00:00,منذ دقيقة,1.0,7.0,0.0,0.0,0.0,100.0,20.0,0.0,21.43,5.0,ساعتين و 6 دقائق,126.0,"[""التسويق على تيك توك"", ""إعلانات ممولة"", ""التسويق عبر الفيس بوك"", ""إدارة حسابات التواصل الاجتماعي"", ""خطة تسويقية"", ""التسويق عبر الإنستقرام"", ""إنشاء حملة إعلانية"", ""التسويق عبر محركات البحث"", ""تحسين محركات البحث"", ""كتابة المحتوى""]",10.0,49.04,"التسويق على تيك توك, إعلانات ممولة, التسويق عبر الفيس بوك, إدارة حسابات التواصل الاجتماعي, خطة تسويقية, التسويق عبر الإنستقرام, إنشاء حملة إعلانية, التسويق عبر محركات البحث, تحسين محركات البحث, كتابة المحتوى",2026-02-12T00:00:00
111,https://mostaql.com/u/wahiba_belaabed,Wahiba B.,مصمم جرافيك وعروض تقديمية,2022-03-11T00:00:00,منذ دقيقة,1.0,8.0,0.0,0.0,0.0,83.33,40.0,0.0,16.28,5.0,4 ساعات و 16 دقيقة,256.0,"[""تعديل الصور"", ""كانفا"", ""تصميم أغلفة"", ""تصميم ملصقات المنتجات"", ""تصميم دعوات"", ""مايكروسوفت إكسل"", ""اللغة الإنجليزية"", ""اللغة العربية"", ""الفكرة التصميمية"", ""مايكروسوفت وورد"", ""تحويل PDF"", ""تصميم بنرات"", ""تصميم بوسترات"", ""التصميم الإبداعي"", ""تصميم شعار"", ""تصميم جرافيك"", ""تصميم إعلان"", ""مايكروسوفت أوفيس"", ""باوربوينت""]",19.0,47.8,"تعديل الصور, كانفا, تصميم أغلفة, تصميم ملصقات المنتجات, تصميم دعوات, مايكروسوفت إكسل, اللغة الإنجليزية, اللغة العربية, الفكرة التصميمية, مايكروسوفت وورد, تحويل PDF, تصميم بنرات, تصميم بوسترات, التصميم الإبداعي, تصميم شعار, تصميم جرافيك, تصميم إعلان, مايكروسوفت أوفيس, باوربوينت",2022-03-11T00:00:00
